employee_id,month,monthly_income,work_hours,performance_rating,overtime
8,2024-07-01,3803,167,1,Yes
8,2024-08-01,6841,158,2,No
8,2024-09-01,6536,163,4,Yes
8,2024-10-01,5420,152,3,No
8,2024-11-01,6891,150,4,Yes
8,2024-12-01,7316,142,3,No
8,2025-01-01,8558,164,2,Yes
8,2025-02-01,7012,169,2,Yes
8,2025-03-01,9830,170,4,Yes
8,2025-04-01,2818,147,4,Yes
8,2025-05-01,5250,160,3,No
8,2025-06-01,7535,152,1,No
10,2024-07-01,6873,152,3,Yes
10,2024-08-01,5276,145,2,No
10,2024-09-01,4653,146,2,Yes
10,2024-10-01,4548,170,2,Yes
10,2024-11-01,4601,186,2,No
10,2024-12-01,7486,161,1,No
10,2025-01-01,4783,167,3,No
10,2025-02-01,5348,161,2,Yes
10,2025-03-01,11620,159,1,No
10,2025-04-01,8798,152,4,No
10,2025-05-01,6430,177,4,No
10,2025-06-01,5246,178,1,Yes
11,2024-07-01,7915,154,3,Yes
11,2024-08-01,7764,169,4,No
11,2024-09-01,7743,144,3,Yes
11,2024-10-01,5045,157,2,Yes
11,2024-11-01,6351,166,4,Yes
11,2024-12-01,6855,146,1,Yes
11,2025-01-01,7260,166,3,Yes
11,2025-02-01,7619,170,2,No
11,2025-03-01,8167,164,2,No
11,2025-04-01,6359,143,3,Yes
11,2025-05-01,7359,162,3,Yes
11,2025-06-01,7043,147,3,Yes
12,2016-07-01,4337,170,3,Yes
12,2016-08-01,6420,166,2,Yes
12,2016-09-01,6556,160,2,No
12,2016-10-01,8376,154,1,Yes
12,2016-11-01,6692,155,1,Yes
12,2016-12-01,5631,156,3,Yes
12,2017-01-01,6944,155,4,Yes
12,2017-02-01,9011,151,4,No
12,2017-03-01,6126,155,3,No
12,2017-04-01,9393,161,2,No
12,2017-05-01,8563,145,3,No
12,2017-06-01,7034,168,1,Yes
12,2017-07-01,6664,170,2,No
12,2017-08-01,5465,174,4,No
12,2017-09-01,11097,156,4,Yes
12,2017-10-01,5608,174,3,Yes
12,2017-11-01,9659,154,3,No
12,2017-12-01,5659,157,3,No
12,2018-01-01,3811,150,2,No
12,2018-02-01,4491,152,1,No
12,2018-03-01,6430,162,2,No
12,2018-04-01,9601,150,1,No
12,2018-05-01,8468,157,4,Yes
12,2018-06-01,6401,166,2,Yes
12,2018-07-01,4254,163,1,No
12,2018-08-01,6832,164,4,No
12,2018-09-01,7078,184,2,Yes
12,2018-10-01,5224,154,3,No
12,2018-11-01,5253,154,2,Yes
12,2018-12-01,5225,171,4,No
12,2019-01-01,9341,154,4,No
12,2019-02-01,4835,164,4,Yes
12,2019-03-01,5395,166,1,No
12,2019-04-01,6905,144,4,Yes
12,2019-05-01,9595,177,2,No
12,2019-06-01,5274,156,1,Yes
12,2019-07-01,7071,163,3,No
12,2019-08-01,7817,180,4,No
12,2019-09-01,6146,152,1,Yes
12,2019-10-01,3741,152,4,Yes
12,2019-11-01,6433,177,3,No
12,2019-12-01,5464,162,4,No
12,2020-01-01,6467,171,1,No
12,2020-02-01,11553,154,1,Yes
12,2020-03-01,5521,170,3,No
12,2020-04-01,7863,178,1,No
12,2020-05-01,7667,156,4,No
12,2020-06-01,7681,171,1,Yes
12,2020-07-01,8140,165,1,No
12,2020-08-01,8633,171,3,No
12,2020-09-01,9264,166,3,Yes
12,2020-10-01,6165,161,2,No
12,2020-11-01,8913,151,1,Yes
12,2020-12-01,7237,156,1,Yes
12,2021-01-01,6557,172,3,No
12,2021-02-01,6882,160,4,Yes
12,2021-03-01,3780,167,2,No
12,2021-04-01,7790,181,3,Yes
12,2021-05-01,5884,162,4,No
12,2021-06-01,6998,175,3,No
12,2021-07-01,6309,162,3,No
12,2021-08-01,7715,161,1,No
12,2021-09-01,5607,161,3,Yes
12,2021-10-01,8647,149,4,No
12,2021-11-01,6765,152,1,No
12,2021-12-01,8890,144,3,Yes
12,2022-01-01,5382,163,1,No
12,2022-02-01,9631,159,2,No
12,2022-03-01,5389,178,2,Yes
12,2022-04-01,3603,138,1,Yes
12,2022-05-01,7380,154,2,Yes
12,2022-06-01,4457,167,4,No
12,2022-07-01,6987,154,4,Yes
12,2022-08-01,3939,168,4,Yes
12,2022-09-01,7800,159,4,No
12,2022-10-01,10193,149,1,Yes
12,2022-11-01,3448,153,2,No
12,2022-12-01,6408,162,4,No
12,2023-01-01,6017,163,3,Yes
12,2023-02-01,3996,174,4,No
12,2023-03-01,6335,171,3,No
12,2023-04-01,7185,164,4,Yes
12,2023-05-01,7639,164,2,No
12,2023-06-01,7785,173,3,Yes
12,2023-07-01,6893,167,3,No
12,2023-08-01,6320,174,2,No
12,2023-09-01,5147,178,3,No
12,2023-10-01,6419,145,3,No
12,2023-11-01,6756,153,3,Yes
12,2023-12-01,8181,153,4,No
12,2024-01-01,5607,141,3,Yes
12,2024-02-01,5595,135,3,Yes
12,2024-03-01,3332,167,3,Yes
12,2024-04-01,8071,164,3,No
12,2024-05-01,4566,159,3,No
12,2024-06-01,6492,148,2,Yes
12,2024-07-01,9506,168,3,No
12,2024-08-01,6058,160,2,Yes
12,2024-09-01,6916,139,2,Yes
12,2024-10-01,6005,153,1,Yes
12,2024-11-01,4496,157,2,Yes
12,2024-12-01,10095,166,1,No
12,2025-01-01,5357,165,3,No
12,2025-02-01,9298,169,1,Yes
12,2025-03-01,6619,153,1,Yes
12,2025-04-01,7896,163,4,No
12,2025-05-01,8290,166,4,Yes
12,2025-06-01,8599,154,3,No
13,2018-07-01,9134,161,3,Yes
13,2018-08-01,10650,153,1,Yes
13,2018-09-01,9971,161,1,Yes
13,2018-10-01,5197,155,4,Yes
13,2018-11-01,5859,164,1,No
13,2018-12-01,7545,154,4,Yes
13,2019-01-01,6451,181,3,Yes
13,2019-02-01,9955,164,1,No
13,2019-03-01,6576,161,1,No
13,2019-04-01,7727,149,3,No
13,2019-05-01,5985,143,4,Yes
13,2019-06-01,7298,166,4,No
13,2019-07-01,5533,175,2,Yes
13,2019-08-01,4048,145,3,Yes
13,2019-09-01,6948,170,4,No
13,2019-10-01,9867,155,2,Yes
13,2019-11-01,8657,159,3,No
13,2019-12-01,6154,168,2,Yes
13,2020-01-01,7804,144,4,No
13,2020-02-01,9453,173,3,Yes
13,2020-03-01,5248,163,4,Yes
13,2020-04-01,7488,162,2,Yes
13,2020-05-01,5399,153,4,No
13,2020-06-01,6448,171,2,Yes
13,2020-07-01,7587,156,3,No
13,2020-08-01,8043,131,2,No
13,2020-09-01,8797,142,3,No
13,2020-10-01,5775,148,3,Yes
13,2020-11-01,3910,171,3,No
13,2020-12-01,5564,163,2,Yes
13,2021-01-01,6406,164,1,No
13,2021-02-01,6653,147,3,Yes
13,2021-03-01,8492,155,4,No
13,2021-04-01,3386,155,1,No
13,2021-05-01,9501,168,3,Yes
13,2021-06-01,5802,156,2,Yes
13,2021-07-01,5856,180,4,Yes
13,2021-08-01,7263,164,4,No
13,2021-09-01,8560,162,4,No
13,2021-10-01,5981,158,2,Yes
13,2021-11-01,6356,159,1,No
13,2021-12-01,7955,160,3,Yes
13,2022-01-01,7965,159,1,Yes
13,2022-02-01,6657,140,2,Yes
13,2022-03-01,8332,163,2,No
13,2022-04-01,8496,131,4,Yes
13,2022-05-01,10676,158,2,No
13,2022-06-01,8716,149,1,No
13,2022-07-01,7725,149,1,No
13,2022-08-01,5252,179,2,No
13,2022-09-01,6118,162,4,Yes
13,2022-10-01,8240,164,4,No
13,2022-11-01,6800,163,1,No
13,2022-12-01,11306,159,3,Yes
13,2023-01-01,6902,170,2,Yes
13,2023-02-01,8711,171,1,No
13,2023-03-01,7777,148,3,Yes
13,2023-04-01,9766,148,1,Yes
13,2023-05-01,7105,152,4,Yes
13,2023-06-01,6371,163,3,No
13,2023-07-01,7142,164,2,Yes
13,2023-08-01,9727,164,4,No
13,2023-09-01,6011,169,4,No
13,2023-10-01,8878,147,4,No
13,2023-11-01,7694,167,1,Yes
13,2023-12-01,5904,173,3,Yes
13,2024-01-01,6199,161,2,No
13,2024-02-01,6153,160,2,Yes
13,2024-03-01,4307,145,1,Yes
13,2024-04-01,9689,151,3,No
13,2024-05-01,4517,138,4,No
13,2024-06-01,5222,146,2,Yes
13,2024-07-01,9784,170,4,No
13,2024-08-01,5123,182,2,No
13,2024-09-01,8463,156,2,Yes
13,2024-10-01,1501,182,1,No
13,2024-11-01,3720,143,1,Yes
13,2024-12-01,8545,184,2,Yes
13,2025-01-01,9268,165,1,Yes
13,2025-02-01,7689,168,4,Yes
13,2025-03-01,8017,162,2,Yes
13,2025-04-01,6708,159,4,No
13,2025-05-01,4992,157,2,Yes
13,2025-06-01,3114,159,1,Yes
14,2020-07-01,4522,148,3,Yes
14,2020-08-01,6859,173,3,No
14,2020-09-01,8336,144,2,No
14,2020-10-01,4520,169,2,Yes
14,2020-11-01,4535,157,4,No
14,2020-12-01,7600,150,3,Yes
14,2021-01-01,6710,146,2,No
14,2021-02-01,5297,163,4,Yes
14,2021-03-01,3314,164,3,No
14,2021-04-01,6460,165,3,No
14,2021-05-01,6947,173,4,Yes
14,2021-06-01,6750,155,3,No
14,2021-07-01,6744,165,2,No
14,2021-08-01,6597,160,2,Yes
14,2021-09-01,5096,153,3,Yes
14,2021-10-01,3694,177,4,Yes
14,2021-11-01,4012,153,4,No
14,2021-12-01,5063,168,2,No
14,2022-01-01,5910,172,2,No
14,2022-02-01,5153,162,2,No
14,2022-03-01,4829,181,1,No
14,2022-04-01,4124,163,3,Yes
14,2022-05-01,7767,164,2,Yes
14,2022-06-01,6129,158,3,No
14,2022-07-01,6587,158,1,Yes
14,2022-08-01,8427,182,2,Yes
14,2022-09-01,5385,146,4,Yes
14,2022-10-01,6323,185,3,No
14,2022-11-01,4892,176,1,Yes
14,2022-12-01,9855,154,2,Yes
14,2023-01-01,7637,176,4,Yes
14,2023-02-01,5741,157,2,No
14,2023-03-01,5336,149,2,No
14,2023-04-01,5201,147,3,No
14,2023-05-01,6568,152,4,No
14,2023-06-01,6967,144,3,No
14,2023-07-01,7161,168,3,No
14,2023-08-01,2512,163,4,Yes
14,2023-09-01,8955,147,4,No
14,2023-10-01,9845,164,2,No
14,2023-11-01,5089,159,3,No
14,2023-12-01,7616,160,1,Yes
14,2024-01-01,7577,150,2,Yes
14,2024-02-01,6838,145,3,No
14,2024-03-01,6277,150,3,Yes
14,2024-04-01,5028,172,2,No
14,2024-05-01,8682,166,2,No
14,2024-06-01,4315,156,2,No
14,2024-07-01,8926,161,3,No
14,2024-08-01,11138,163,4,No
14,2024-09-01,6884,156,4,Yes
14,2024-10-01,6767,158,3,Yes
14,2024-11-01,7916,169,2,No
14,2024-12-01,4928,146,2,Yes
14,2025-01-01,2827,165,1,Yes
14,2025-02-01,4293,138,1,Yes
14,2025-03-01,7277,184,4,Yes
14,2025-04-01,6487,168,2,Yes
14,2025-05-01,6663,159,2,Yes
14,2025-06-01,8338,157,2,No
15,2016-07-01,7034,163,3,Yes
15,2016-08-01,5163,169,4,No
15,2016-09-01,6150,152,1,Yes
15,2016-10-01,7573,151,4,Yes
15,2016-11-01,6556,159,1,No
15,2016-12-01,8671,164,3,Yes
15,2017-01-01,6449,168,4,Yes
15,2017-02-01,9280,165,1,Yes
15,2017-03-01,6520,146,2,Yes
15,2017-04-01,4369,156,2,No
15,2017-05-01,5280,158,3,No
15,2017-06-01,6613,165,4,Yes
15,2017-07-01,6359,164,3,No
15,2017-08-01,6628,140,4,Yes
15,2017-09-01,4621,158,2,No
15,2017-10-01,4080,165,1,Yes
15,2017-11-01,9561,172,1,No
15,2017-12-01,6073,174,4,No
15,2018-01-01,6797,156,4,Yes
15,2018-02-01,5273,156,1,Yes
15,2018-03-01,5723,161,1,No
15,2018-04-01,6821,160,4,No
15,2018-05-01,7373,171,1,Yes
15,2018-06-01,8399,145,2,Yes
15,2018-07-01,1392,169,4,No
15,2018-08-01,3766,157,1,Yes
15,2018-09-01,4159,141,3,Yes
15,2018-10-01,7582,167,2,No
15,2018-11-01,5346,134,1,Yes
15,2018-12-01,5407,163,2,No
15,2019-01-01,3542,161,1,No
15,2019-02-01,6469,165,2,Yes
15,2019-03-01,6739,150,4,No
15,2019-04-01,8893,158,4,Yes
15,2019-05-01,6445,150,1,No
15,2019-06-01,5613,151,1,Yes
15,2019-07-01,6154,177,4,Yes
15,2019-08-01,3756,143,1,No
15,2019-09-01,9442,157,4,No
15,2019-10-01,5161,170,1,No
15,2019-11-01,5288,178,4,No
15,2019-12-01,7855,155,2,No
15,2020-01-01,10814,153,4,No
15,2020-02-01,7984,162,2,No
15,2020-03-01,9103,175,1,No
15,2020-04-01,6564,152,2,Yes
15,2020-05-01,7419,153,1,No
15,2020-06-01,10526,161,2,No
15,2020-07-01,5769,161,2,No
15,2020-08-01,3805,150,3,No
15,2020-09-01,8900,153,1,Yes
15,2020-10-01,4406,165,1,No
15,2020-11-01,8871,167,4,No
15,2020-12-01,8492,152,3,Yes
15,2021-01-01,3656,175,2,Yes
15,2021-02-01,5854,157,2,No
15,2021-03-01,9156,165,4,No
15,2021-04-01,7411,181,1,Yes
15,2021-05-01,5212,169,1,No
15,2021-06-01,6614,162,1,No
15,2021-07-01,9556,165,4,Yes
15,2021-08-01,7576,170,3,No
15,2021-09-01,5770,151,4,Yes
15,2021-10-01,4410,140,2,Yes
15,2021-11-01,10612,148,4,Yes
15,2021-12-01,6057,157,2,No
15,2022-01-01,7114,168,3,No
15,2022-02-01,8220,154,4,Yes
15,2022-03-01,6165,162,1,Yes
15,2022-04-01,6002,176,4,No
15,2022-05-01,7481,167,4,No
15,2022-06-01,7825,171,4,Yes
15,2022-07-01,6862,147,3,No
15,2022-08-01,7299,153,2,No
15,2022-09-01,5442,165,2,No
15,2022-10-01,8976,160,1,Yes
15,2022-11-01,7117,177,3,Yes
15,2022-12-01,6981,186,4,No
15,2023-01-01,7631,142,4,No
15,2023-02-01,8006,163,4,No
15,2023-03-01,9079,166,4,Yes
15,2023-04-01,6223,147,3,No
15,2023-05-01,6081,151,2,No
15,2023-06-01,5338,165,3,Yes
15,2023-07-01,9839,163,4,No
15,2023-08-01,4108,164,3,No
15,2023-09-01,8893,153,2,No
